id,start_time,end_time,score,coins_collected,ufos_shot,bullets_fired,death_reason,game_duration,pipes_passed
plane_1763307208046,2025-11-16T15:33:28.046Z,2025-11-16T15:33:28.862Z,0,0,0,0,ground,0,0
plane_1763307216797,2025-11-16T15:33:36.797Z,2025-11-16T15:34:10.427Z,52,19,11,61,enemy_bullet,33,20
plane_1763307648801,2025-11-16T15:40:48.801Z,2025-11-16T15:41:17.456Z,37,16,7,56,enemy_bullet,28,17
plane_1763307720761,2025-11-16T15:42:00.761Z,2025-11-16T15:42:05.688Z,8,2,2,22,pipe,4,2
plane_1763307727224,2025-11-16T15:42:07.224Z,2025-11-16T15:42:18.205Z,17,5,4,34,pipe,10,6
plane_1763307750093,2025-11-16T15:42:30.093Z,2025-11-16T15:42:33.289Z,7,1,2,20,pipe,3,1
plane_1763307756369,2025-11-16T15:42:36.369Z,2025-11-16T15:42:41.020Z,7,1,2,15,pipe,4,2
plane_1763307764976,2025-11-16T15:42:44.976Z,2025-11-16T15:43:01.171Z,32,8,8,43,pipe,16,8
plane_1763307784556,2025-11-16T15:43:04.556Z,2025-11-16T15:43:09.138Z,7,1,2,29,pipe,4,2
plane_1763307790241,2025-11-16T15:43:10.241Z,2025-11-16T15:43:21.204Z,20,5,5,49,pipe,10,6
plane_1763307845392,2025-11-16T15:44:05.392Z,2025-11-16T15:44:11.921Z,9,3,2,28,pipe,6,3
plane_1763307854083,2025-11-16T15:44:14.083Z,2025-11-16T15:44:16.854Z,3,0,1,16,pipe,2,1
plane_1763307858380,2025-11-16T15:44:18.380Z,2025-11-16T15:44:27.870Z,10,4,2,37,pipe,9,5
plane_1763307878684,2025-11-16T15:44:38.684Z,2025-11-16T15:44:56.303Z,21,9,4,63,pipe,17,10
plane_1763307913785,2025-11-16T15:45:13.785Z,2025-11-16T15:45:18.070Z,7,1,2,26,pipe,4,2
plane_1763307925421,2025-11-16T15:45:25.422Z,2025-11-16T15:45:28.054Z,6,0,2,26,pipe,2,1
plane_1763307934160,2025-11-16T15:45:34.160Z,2025-11-16T15:45:53.787Z,25,10,5,38,pipe,19,11
plane_1763308106189,2025-11-16T15:48:26.189Z,2025-11-16T15:48:30.535Z,7,1,2,19,pipe,4,2
plane_1763308113992,2025-11-16T15:48:33.992Z,2025-11-16T15:48:43.285Z,7,4,1,33,pipe,9,5
plane_1763308124786,2025-11-16T15:48:44.786Z,2025-11-16T15:48:54.434Z,10,4,2,28,pipe,9,5
plane_1763309046727,2025-11-16T16:04:06.727Z,2025-11-16T16:04:11.091Z,7,1,2,18,pipe,4,2
plane_1763309066474,2025-11-16T16:04:26.474Z,2025-11-16T16:04:31.073Z,7,1,2,13,pipe,4,2
plane_1763309086683,2025-11-16T16:04:46.683Z,2025-11-16T16:04:54.507Z,14,2,4,28,pipe,7,4
plane_1763309140583,2025-11-16T16:05:40.583Z,2025-11-16T16:05:50.371Z,17,5,4,25,pipe,9,5
plane_1763309155360,2025-11-16T16:05:55.360Z,2025-11-16T16:06:07.989Z,15,6,3,28,pipe,12,7
plane_1763309173663,2025-11-16T16:06:13.663Z,2025-11-16T16:06:41.772Z,55,16,13,63,pipe,28,16
plane_1763309241995,2025-11-16T16:07:21.995Z,2025-11-16T16:07:35.021Z,22,7,5,29,pipe,13,7
plane_1763309257139,2025-11-16T16:07:37.139Z,2025-11-16T16:07:43.105Z,8,2,2,17,pipe,5,3
plane_1763309291267,2025-11-16T16:08:11.267Z,2025-11-16T16:08:17.570Z,8,2,2,26,pipe,6,3
plane_1763309301375,2025-11-16T16:08:21.376Z,2025-11-16T16:08:42.371Z,35,11,8,61,pipe,20,12
plane_1763309328275,2025-11-16T16:08:48.275Z,2025-11-16T16:09:13.870Z,40,13,9,52,enemy_bullet,25,15
plane_1763309357376,2025-11-16T16:09:17.376Z,2025-11-16T16:09:29.621Z,12,6,2,39,enemy_bullet,12,7
plane_1763309398031,2025-11-16T16:09:58.031Z,2025-11-16T16:10:13.270Z,10,4,2,16,pipe,15,5
plane_1763309438450,2025-11-16T16:10:38.450Z,2025-11-16T16:10:39.253Z,0,0,0,0,ground,0,0
plane_1763309435507,2025-11-16T16:10:35.507Z,2025-11-16T16:10:36.320Z,0,0,0,0,ground,0,0
plane_1763309436531,2025-11-16T16:10:36.531Z,2025-11-16T16:10:37.337Z,0,0,0,0,ground,0,0
plane_1763309431683,2025-11-16T16:10:31.683Z,2025-11-16T16:10:32.487Z,0,0,0,0,ground,0,0
plane_1763309433038,2025-11-16T16:10:33.038Z,2025-11-16T16:10:33.853Z,0,0,0,0,ground,0,0
plane_1763309426871,2025-11-16T16:10:26.871Z,2025-11-16T16:10:28.370Z,0,0,0,1,ground,1,0
plane_1763309595047,2025-11-16T16:13:15.047Z,2025-11-16T16:13:19.334Z,7,1,2,17,pipe,4,2
plane_1763309655659,2025-11-16T16:14:15.659Z,2025-11-16T16:14:20.234Z,7,1,2,18,pipe,4,2
plane_1763309668260,2025-11-16T16:14:28.260Z,2025-11-16T16:14:29.067Z,0,0,0,0,ground,0,0
plane_1763309670687,2025-11-16T16:14:30.687Z,2025-11-16T16:14:31.499Z,0,0,0,0,ground,0,0
plane_1763309672599,2025-11-16T16:14:32.599Z,2025-11-16T16:14:33.399Z,0,0,0,0,ground,0,0
plane_1763309674928,2025-11-16T16:14:34.928Z,2025-11-16T16:14:41.516Z,9,3,2,23,pipe,6,3
plane_1763309682847,2025-11-16T16:14:42.847Z,2025-11-16T16:14:57.133Z,22,7,5,43,pipe,14,8
plane_1763309701494,2025-11-16T16:15:01.494Z,2025-11-16T16:15:10.782Z,10,4,2,29,pipe,9,5
plane_1763309713152,2025-11-16T16:15:13.152Z,2025-11-16T16:15:20.799Z,15,3,4,27,pipe,7,4
plane_1763309725255,2025-11-16T16:15:25.255Z,2025-11-16T16:15:31.366Z,8,2,2,33,pipe,6,3
plane_1763309733627,2025-11-16T16:15:33.627Z,2025-11-16T16:15:35.516Z,3,0,1,33,ceiling,1,1
plane_1763309736835,2025-11-16T16:15:36.835Z,2025-11-16T16:16:08.649Z,42,18,8,76,enemy_bullet,31,19
plane_1763309774741,2025-11-16T16:16:14.741Z,2025-11-16T16:16:50.698Z,47,20,9,75,pipe,35,21
